Platform,Buyer ID,Publisher,Ad Format,Transaction Type,Sales Region,Year of Date Month,Quarter of Date Month,Month of Date Month,Pub Account Id,Ad Requests,Gross Spend,Impressions,Net Revenue
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q1,January,60290,274471.8759,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q1,February,60290,206496.1332,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q1,March,60290,188622.4428,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q2,April,60290,153363.6108,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q2,May,60290,127614.2013,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q2,June,60290,62978.769,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q3,July,60290,96726.7449,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q3,August,60290,131644.7289,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q3,September,60290,85924.9404,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q4,October,60290,130608.9297,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q4,November,60290,147363.7392,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2018,Q4,December,60290,103909.4064,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2019,Q1,January,60290,150203.4291,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 1,2019,Q1,February,60290,136919.3517,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q1,January,60290,142322.976,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q1,February,60290,128293.2936,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q1,March,60290,59528.1564,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q2,April,60290,212.0832,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q2,May,60290,187.2297,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q2,June,60290,525.0006,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q3,July,60290,109.3554,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q3,August,60290,107.2251,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q3,September,60290,77.8743,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q4,October,60290,258.003,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q4,November,60290,204.2721,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2018,Q4,December,60290,335.1672,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2019,Q1,January,60290,266.0508,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 10,2019,Q1,February,60290,192.2004,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q1,January,60290,25253.7597,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q1,February,60290,23894.3916,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q1,March,60290,20015.352,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q2,April,60290,1117.6974,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q2,May,60290,484.5249,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q2,June,60290,213.7401,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q3,July,60290,398.3661,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q3,August,60290,380.3769,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q3,September,60290,452.097,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q4,October,60290,4769.2683,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q4,November,60290,2112.7842,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2018,Q4,December,60290,1639.6209,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2019,Q1,January,60290,1458.072,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 11,2019,Q1,February,60290,2010.2931,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q1,January,60290,658155.9483,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q1,February,60290,580294.1934,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q1,March,60290,158785.6977,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q2,April,60290,36647.3142,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q2,May,60290,72460.4976,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q2,June,60290,47327.2182,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q3,July,60290,36403.5132,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q3,August,60290,333300.8205,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q3,September,60290,240011.9064,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q4,October,60290,80987.8518,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q4,November,60290,178575.0012,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2018,Q4,December,60290,167290.8021,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2019,Q1,January,60290,200401.1082,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 12,2019,Q1,February,60290,157799.1321,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q1,January,60290,600908.8698,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q1,February,60290,452880.2403,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q1,March,60290,237872.6118,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q2,April,60290,84121.9965,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q2,May,60290,112536.8847,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q2,June,60290,83635.3413,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q3,July,60290,88153.2342,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q3,August,60290,128104.8804,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q3,September,60290,123234.7779,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q4,October,60290,4583.6955,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q4,November,60290,3825.7821,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2018,Q4,December,60290,5358.6513,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2019,Q1,January,60290,7201.8342,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 2,2019,Q1,February,60290,4940.4024,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q1,January,60290,2561473.43,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q1,February,60290,2092077.921,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q1,March,60290,1664806.017,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q2,April,60290,817256.9304,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q2,May,60290,744934.4289,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q2,June,60290,587779.3575,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q3,July,60290,838433.0592,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q3,August,60290,754651.674,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q3,September,60290,772766.0883,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q4,October,60290,1179394.439,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q4,November,60290,1502097.963,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2018,Q4,December,60290,2003127.244,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2019,Q1,January,60290,2852166.357,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 3,2019,Q1,February,60290,2617393.805,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q1,January,60290,29655.1962,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q1,February,60290,32359.4937,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q1,March,60290,16579.8882,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q2,April,60290,4179.6486,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q2,May,60290,2163.438,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q2,June,60290,1154.8593,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q3,July,60290,1386.3519,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q3,August,60290,1758.4443,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q3,September,60290,2382.1488,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q4,October,60290,991.0629,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q4,November,60290,1194.1515,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2018,Q4,December,60290,1305.6372,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2019,Q1,January,60290,1120.0644,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 4,2019,Q1,February,60290,1197.4653,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q1,January,60290,45157.8627,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q1,February,60290,40991.4693,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q1,March,60290,15184.0683,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q2,April,60290,2608.9074,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q2,May,60290,1777.617,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q2,June,60290,2811.7593,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q3,July,60290,2258.3547,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q3,August,60290,1208.3535,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q3,September,60290,1772.883,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q4,October,60290,656.3691,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q4,November,60290,1047.3975,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2018,Q4,December,60290,1264.2147,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2019,Q1,January,60290,341.7948,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 5,2019,Q1,February,60290,325.9359,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q1,January,60290,36247.2912,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q1,February,60290,9753.9336,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q1,March,60290,2793.06,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q2,April,60290,187.2297,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q2,May,60290,87.1056,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q2,June,60290,52.7841,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q3,July,60290,34.3215,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q3,August,60290,214.9236,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q3,September,60290,574.9443,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q4,October,60290,77.8743,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q4,November,60290,100.3608,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2018,Q4,December,60290,127.1079,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2019,Q1,January,60290,110.7756,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 6,2019,Q1,February,60290,73.1403,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q1,January,60290,6248.1699,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q1,February,60290,6226.3935,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q1,March,60290,3853.476,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q2,April,60290,765.0144,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q2,May,60290,3030.7068,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q2,June,60290,815.9049,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q3,July,60290,521.6868,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q3,August,60290,1005.5016,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q3,September,60290,549.6174,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q4,October,60290,367.3584,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q4,November,60290,228.4155,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2018,Q4,December,60290,265.104,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2019,Q1,January,60290,151.0146,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 7,2019,Q1,February,60290,144.6237,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q1,January,60290,252985.6701,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q1,February,60290,253811.9898,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q1,March,60290,186468.7095,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q2,April,60290,128120.7393,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q2,May,60290,139446.3609,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q2,June,60290,25870.3632,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q3,July,60290,93578.6349,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q3,August,60290,477735.6339,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q3,September,60290,416084.7519,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q4,October,60290,1575.9486,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q4,November,60290,1661.3973,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2018,Q4,December,60290,1027.5147,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2019,Q1,January,60290,628.4385,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 8,2019,Q1,February,60290,343.6884,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q1,January,60290,27492.4683,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q1,February,60290,21403.5975,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q1,March,60290,10012.8834,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q2,April,60290,1921.2939,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q2,May,60290,805.7268,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q2,June,60290,580.8618,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q3,July,60290,728.5626,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q3,August,60290,988.4592,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q3,September,60290,617.5503,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q4,October,60290,1004.5548,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q4,November,60290,641.2203,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2018,Q4,December,60290,598.1409,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2019,Q1,January,60290,649.2681,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,sales region 9,2019,Q1,February,60290,563.346,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q1,January,60290,8854484.725,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q1,February,60290,113858.8542,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q1,March,60290,2519890.684,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q2,April,60290,29162799.6,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q2,May,60290,5038637.397,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q2,June,60290,351749490.5,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q3,July,60290,1384446.938,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q3,August,60290,89084.412,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q3,September,60290,1639709.426,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q4,October,60290,12938119.76,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q4,November,60290,8799800.161,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2018,Q4,December,60290,4081497.631,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2019,Q1,January,60290,4343979.232,0,0,0
Platform 1,0,Publisher A,ad format 2,transaction 9,(blank),2019,Q1,February,60290,462202.9065,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q1,January,60290,448040599,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q1,February,60290,309332251.1,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q1,March,60290,468869594.4,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q2,April,60290,350934665.2,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q2,May,60290,370611852.9,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q2,June,60290,241762571.1,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q3,July,60290,381192229.7,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q3,August,60290,252803297.2,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q3,September,60290,233326254.3,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q4,October,60290,319853420.1,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q4,November,60290,340947637.4,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2018,Q4,December,60290,251209016.5,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2019,Q1,January,60290,287637910.1,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 1,2019,Q1,February,60290,276559328.9,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q1,January,60290,4554318.9,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q1,February,60290,3305677.166,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q1,March,60290,2186717.918,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q2,April,60290,1615491.465,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q2,May,60290,1153039.077,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q2,June,60290,1006039.619,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q3,July,60290,1076264.249,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q3,August,60290,904506.6807,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q3,September,60290,731098.1304,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q4,October,60290,992084.0238,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q4,November,60290,566339.3082,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2018,Q4,December,60290,735134.1021,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2019,Q1,January,60290,562070.6604,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 10,2019,Q1,February,60290,303328.683,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q1,January,60290,6236698.708,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q1,February,60290,5508235.285,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q1,March,60290,5250063.992,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q2,April,60290,8173937.667,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q2,May,60290,3315224.224,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q2,June,60290,1663104.617,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q3,July,60290,3727439.641,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q3,August,60290,1981634.174,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q3,September,60290,2076552.531,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q4,October,60290,3630973.976,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q4,November,60290,2300864.837,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2018,Q4,December,60290,2268071.945,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2019,Q1,January,60290,1600795.709,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 11,2019,Q1,February,60290,1549700.7,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q1,January,60290,363651356.6,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q1,February,60290,382636187.3,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q1,March,60290,218480136.8,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q2,April,60290,223146250.5,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q2,May,60290,350787830.2,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q2,June,60290,202829303.7,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q3,July,60290,147825373.6,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q3,August,60290,128551877.9,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q3,September,60290,106344959.2,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q4,October,60290,97563569.82,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q4,November,60290,193339733.4,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2018,Q4,December,60290,119446757.3,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2019,Q1,January,60290,105926958.4,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 12,2019,Q1,February,60290,75975307.5,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q1,January,60290,857179271.2,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q1,February,60290,765584880.4,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q1,March,60290,938591212.5,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q2,April,60290,919745717.4,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q2,May,60290,1016480118,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q2,June,60290,840181443.3,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q3,July,60290,854598779.9,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q3,August,60290,861043162,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q3,September,60290,747256199.8,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q4,October,60290,42285147.47,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q4,November,60290,35838450.65,0,0,0
Platform 1,0,Publisher A,ad format 3,transaction 9,sales region 2,2018,Q4,December,60290,39217489.2,0,0,0
